id,username,request,response,status,intent,query,prompt_tokens,completion_tokens,total_tokens,start_time,end_time,time_taken_in_seconds
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ?,"[{'disbursement_month': '2025-06', 'total_disbursement_amount': Decimal('135013000.000'), 'disbursement_count': 2186}, {'disbursement_month': '2025-07', 'total_disbursement_amount': Decimal('127022000.000'), 'disbursement_count': 2005}, {'disbursement_month': '2025-08', 'total_disbursement_amount': Decimal('72607000.000'), 'disbursement_count': 1218}]",True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'amount', 'branch', 'monthly']}","SELECT
  TO_CHAR(ld.ln_value_date :: DATE, 'YYYY-MM') AS disbursement_month,
  SUM(ld.amount) AS total_disbursement_amount,
  COUNT(*) AS disbursement_count
FROM
  accessdetails.__genai_loans_disbursement_1756049896399611_1756121654 AS ld
JOIN
  accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS bm ON ld.branch_id = bm.branch_id
WHERE
  UPPER(bm.branch_name) LIKE UPPER('%mysore%')
GROUP BY
  disbursement_month
ORDER BY
  disbursement_month
LIMIT 100;",2724,337,3061,1756805685.104008,1756805685.104014,5.9604644775390625e-06
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ?,"[{'disbursement_month': '2025-06', 'total_disbursement_amount': Decimal('135013000.000'), 'disbursement_count': 2186}, {'disbursement_month': '2025-07', 'total_disbursement_amount': Decimal('127022000.000'), 'disbursement_count': 2005}, {'disbursement_month': '2025-08', 'total_disbursement_amount': Decimal('72607000.000'), 'disbursement_count': 1218}]",True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}","SELECT
  TO_CHAR(ld.ln_value_date::date, 'YYYY-MM') AS disbursement_month,
  SUM(ld.amount) AS total_disbursement_amount,
  COUNT(*) AS disbursement_count
FROM
  accessdetails.__genai_loans_disbursement_1756049896399611_1756121654 AS ld
JOIN
  accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS bm ON ld.branch_id = bm.branch_id
WHERE
  UPPER(bm.branch_name) LIKE UPPER('%mysore%')
GROUP BY
  disbursement_month
ORDER BY
  disbursement_month
LIMIT 100;",2727,329,3056,1756805798.903165,1756805798.90319,2.47955322265625e-05
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ?,"[{'disbursement_month': '2025-06', 'total_disbursement_amount': Decimal('135013000.000'), 'disbursement_count': 2186}, {'disbursement_month': '2025-07', 'total_disbursement_amount': Decimal('127022000.000'), 'disbursement_count': 2005}, {'disbursement_month': '2025-08', 'total_disbursement_amount': Decimal('72607000.000'), 'disbursement_count': 1218}]",True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}","SELECT
  TO_CHAR(ld.ln_value_date :: DATE, 'YYYY-MM') AS disbursement_month,
  SUM(ld.amount) AS total_disbursement_amount,
  COUNT(*) AS disbursement_count
FROM
  accessdetails.__genai_loans_disbursement_1756049896399611_1756121654 AS ld
JOIN
  accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS bm ON ld.branch_id = bm.branch_id
WHERE
  UPPER(bm.branch_name) LIKE UPPER('%mysore%')
GROUP BY
  disbursement_month
ORDER BY
  disbursement_month
LIMIT
  100;",2724,328,3052,1756805856.547128,1756805856.547134,5.9604644775390625e-06
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ?,"[{'month': '2025-06', 'total_disbursement_amount': Decimal('135013000.000'), 'disbursement_count': 2186}, {'month': '2025-07', 'total_disbursement_amount': Decimal('127022000.000'), 'disbursement_count': 2005}, {'month': '2025-08', 'total_disbursement_amount': Decimal('72607000.000'), 'disbursement_count': 1218}]",True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}","SELECT
  TO_CHAR(ld.ln_value_date::date, 'YYYY-MM') AS month,
  SUM(ld.amount) AS total_disbursement_amount,
  COUNT(*) AS disbursement_count
FROM
  accessdetails.__genai_loans_disbursement_1756049896399611_1756121654 AS ld
JOIN
  accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS bm ON ld.branch_id = bm.branch_id
WHERE
  UPPER(bm.branch_name) LIKE UPPER('%mysore%')
GROUP BY
  month
ORDER BY
  month
LIMIT 100;",2724,320,3044,1756805929.899584,1756805929.89959,5.9604644775390625e-06
1,default_user,monthly distribution of disbursement amount and disbursement count in mysore branch ?,"[{'disbursement_month': '2025-06', 'total_disbursement_amount': Decimal('135013000.000'), 'disbursement_count': 2186}, {'disbursement_month': '2025-07', 'total_disbursement_amount': Decimal('127022000.000'), 'disbursement_count': 2005}, {'disbursement_month': '2025-08', 'total_disbursement_amount': Decimal('72607000.000'), 'disbursement_count': 1218}]",True,"{'columns': {'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['member_id', 'amount', 'ln_value_date'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'branch_name']}, 'keywords': ['disbursement', 'branch', 'amount', 'monthly']}","SELECT
  TO_CHAR(ld.ln_value_date::date, 'YYYY-MM') AS disbursement_month,
  SUM(ld.amount) AS total_disbursement_amount,
  COUNT(*) AS disbursement_count
FROM
  accessdetails.__genai_loans_disbursement_1756049896399611_1756121654 AS ld
JOIN
  accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS bm ON ld.branch_id = bm.branch_id
WHERE
  UPPER(bm.branch_name) LIKE UPPER('%mysore%')
GROUP BY
  disbursement_month
ORDER BY
  disbursement_month
LIMIT 100;",2724,337,3061,1756805987.130897,1756805987.130902,5.0067901611328125e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049918483617_1756050780': ['principal_outstanding'], 'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': ['amount']}, 'keywords': ['loan', 'portfolio', 'outstanding', 'amount']}",SELECT SUM(t1.principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049918483617_1756050780 AS t1 LIMIT 100;,2658,210,2868,1756806469.310426,1756806469.310432,5.9604644775390625e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049918418681_1756050006': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049918418681_1756050006 LIMIT 100,2576,151,2727,1756807270.32392,1756807270.323925,5.0067901611328125e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049918752877_1756050008': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049918752877_1756050008 LIMIT 100,2576,151,2727,1756808780.079947,1756808780.079953,5.9604644775390625e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049828592177_1756052942850': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}","SELECT SUM(principal_outstanding) 
FROM accessdetails.__genai_portfolio_outstanding_1756049828592177_1756052942850
LIMIT 100;",2579,161,2740,1756808831.026481,1756808831.026489,8.106231689453125e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049928368370_1756052942850': ['principal_outstanding', 'member_id', 'amount']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049928368370_1756052942850 LIMIT 100,2582,158,2740,1756808869.239821,1756808869.239827,5.9604644775390625e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049928823797_1756050736': ['principal_outstanding', 'member_id']}, 'keywords': ['loan', 'portfolio', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049928823797_1756050736 LIMIT 100;,2586,152,2738,1756809018.687645,1756809018.68765,5.0067901611328125e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049928823578_1756050253688': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049928823578_1756050253688 LIMIT 100;,2593,155,2748,1756809310.105474,1756809310.105482,8.106231689453125e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049921994621_1756050222797': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049921994621_1756050222797 LIMIT 100;,2593,159,2752,1756809747.311737,1756809747.31175,1.2874603271484375e-05
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049918767357_1756121654': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049918767357_1756121654 LIMIT 100,2590,151,2741,1756819381.760031,1756819381.760045,1.4066696166992188e-05
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049913988877_1756052942850': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}","SELECT SUM(""principal_outstanding"") FROM accessdetails.__genai_portfolio_outstanding_1756049913988877_1756052942850 LIMIT 100",2595,154,2749,1756820372.156271,1756820372.156276,5.0067901611328125e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049923742777_1756050892': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}",SELECT SUM(principal_outstanding) FROM accessdetails.__genai_portfolio_outstanding_1756049923742777_1756050892 LIMIT 100,2590,151,2741,1756880582.876933,1756880582.876939,5.9604644775390625e-06
1,default_user,What is the total outstanding portfolio amount?,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049928112316_1756052942850': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}","SELECT SUM(""principal_outstanding"") FROM accessdetails.__genai_portfolio_outstanding_1756049928112316_1756052942850 LIMIT 100;",2595,159,2754,1756880994.127161,1756880994.127173,1.1920928955078125e-05
1,default_user,What is the total outstanding portfolio amount?,[{'sum': Decimal('231274488.97')}],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049913422778_1756050228170': ['principal_outstanding'], 'accessdetails.__genai_loans_disbursement_1756049896399611_1756121654': []}, 'keywords': ['loan', 'portfolio', 'outstanding', 'amount']}","SELECT SUM(""principal_outstanding"") FROM accessdetails.__genai_portfolio_outstanding_1756049975215338_1756053175 LIMIT 100;",2661,201,2862,1756882175.077673,1756882175.077682,9.059906005859375e-06
1,default_user,What is the total outstanding portfolio amount?,[{'sum': Decimal('231274488.97')}],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049922564376_1756052942850': ['principal_outstanding', 'member_id']}, 'keywords': ['portfolio', 'outstanding', 'loan', 'amount']}","SELECT SUM(""principal_outstanding"") FROM accessdetails.__genai_portfolio_outstanding_1756049975215338_1756053175 LIMIT 100",2594,153,2747,1756882269.776117,1756882269.776122,5.0067901611328125e-06
1,default_user,Show me outstanding portfolio branch-wise.,"[{'branch_id': 'IN0010002', 'branch_name': 'Kaggalipura', 'Total Outstanding': Decimal('101798.77')}, {'branch_id': 'IN0010003', 'branch_name': 'Kanakapura', 'Total Outstanding': Decimal('208895.60')}, {'branch_id': 'IN0010004', 'branch_name': 'ChannapatnaMain', 'Total Outstanding': Decimal('172202.87')}, {'branch_id': 'IN0010005', 'branch_name': 'Malavalli', 'Total Outstanding': Decimal('131558.88')}, {'branch_id': 'IN0010006', 'branch_name': 'Halgur', 'Total Outstanding': Decimal('234518.34')}, {'branch_id': 'IN0010007', 'branch_name': 'Huliyara', 'Total Outstanding': Decimal('451026.38')}, {'branch_id': 'IN0010008', 'branch_name': 'Turvekere', 'Total Outstanding': Decimal('305703.21')}, {'branch_id': 'IN0010009', 'branch_name': 'Gubbi', 'Total Outstanding': Decimal('272634.42')}, {'branch_id': 'IN0010010', 'branch_name': 'Nittur', 'Total Outstanding': Decimal('157378.44')}, {'branch_id': 'IN0010011', 'branch_name': 'Nagamangla', 'Total Outstanding': Decimal('192884.34')}, {'branch_id': 'IN0010012', 'branch_name': 'Banashankari', 'Total Outstanding': Decimal('84289.87')}, {'branch_id': 'IN0010014', 'branch_name': 'Tumkur1', 'Total Outstanding': Decimal('12774.21')}, {'branch_id': 'IN0010015', 'branch_name': 'Channarayapatna', 'Total Outstanding': Decimal('180650.16')}, {'branch_id': 'IN0010016', 'branch_name': 'Hassan1', 'Total Outstanding': Decimal('200167.52')}, {'branch_id': 'IN0010017', 'branch_name': 'Tiptur', 'Total Outstanding': Decimal('141486.44')}, {'branch_id': 'IN0010018', 'branch_name': 'Holenarasipura', 'Total Outstanding': Decimal('107549.13')}, {'branch_id': 'IN0010019', 'branch_name': 'Sira', 'Total Outstanding': Decimal('345073.26')}, {'branch_id': 'IN0010020', 'branch_name': 'Hassan2', 'Total Outstanding': Decimal('264377.76')}, {'branch_id': 'IN0010021', 'branch_name': 'Hiriyur', 'Total Outstanding': Decimal('84265.14')}, {'branch_id': 'IN0010022', 'branch_name': 'Chitradurga-01', 'Total Outstanding': Decimal('88928.64')}, {'branch_id': 'IN0010023', 'branch_name': 'Tumkur2', 'Total Outstanding': Decimal('95008.76')}, {'branch_id': 'IN0010024', 'branch_name': 'Arsikere', 'Total Outstanding': Decimal('240330.48')}, {'branch_id': 'IN0010025', 'branch_name': 'Harihara', 'Total Outstanding': Decimal('246288.94')}, {'branch_id': 'IN0010026', 'branch_name': 'Davanagere-01', 'Total Outstanding': Decimal('256491.09')}, {'branch_id': 'IN0010027', 'branch_name': 'Davanagere-02', 'Total Outstanding': Decimal('522067.50')}, {'branch_id': 'IN0010028', 'branch_name': 'Madhugiri', 'Total Outstanding': Decimal('226759.36')}, {'branch_id': 'IN0010029', 'branch_name': 'Hunsur', 'Total Outstanding': Decimal('206884.31')}, {'branch_id': 'IN0010030', 'branch_name': 'Nanjangud', 'Total Outstanding': Decimal('186526.10')}, {'branch_id': 'IN0010031', 'branch_name': 'Mysore-01', 'Total Outstanding': Decimal('499186.11')}, {'branch_id': 'IN0010032', 'branch_name': 'Kadur', 'Total Outstanding': Decimal('516162.09')}, {'branch_id': 'IN0010033', 'branch_name': 'Tarikere', 'Total Outstanding': Decimal('188678.42')}, {'branch_id': 'IN0010034', 'branch_name': 'Bhadravathi', 'Total Outstanding': Decimal('216205.93')}, {'branch_id': 'IN0010035', 'branch_name': 'Chitradurga-02', 'Total Outstanding': Decimal('358855.88')}, {'branch_id': 'IN0010036', 'branch_name': 'Shimoga-01', 'Total Outstanding': Decimal('63050.40')}, {'branch_id': 'IN0010037', 'branch_name': 'Mysore2', 'Total Outstanding': Decimal('129294.93')}, {'branch_id': 'IN0010038', 'branch_name': 'Chikkamagalore', 'Total Outstanding': Decimal('203356.59')}, {'branch_id': 'IN0010039', 'branch_name': 'Ranibennur', 'Total Outstanding': Decimal('148565.17')}, {'branch_id': 'IN0010040', 'branch_name': 'Belgaum', 'Total Outstanding': Decimal('50381.51')}, {'branch_id': 'IN0010041', 'branch_name': 'Dharwar', 'Total Outstanding': Decimal('115808.79')}, {'branch_id': 'IN0010042', 'branch_name': 'Bailahongal', 'Total Outstanding': Decimal('246579.28')}, {'branch_id': 'IN0010043', 'branch_name': 'Hubli', 'Total Outstanding': Decimal('154241.88')}, {'branch_id': 'IN0010044', 'branch_name': 'Vijayanagara', 'Total Outstanding': Decimal('146787.31')}, {'branch_id': 'IN0010045', 'branch_name': 'Mysore3', 'Total Outstanding': Decimal('195046.81')}, {'branch_id': 'IN0010046', 'branch_name': 'Gokak', 'Total Outstanding': Decimal('227966.58')}, {'branch_id': 'IN0010047', 'branch_name': 'Harappanahalli', 'Total Outstanding': Decimal('203553.86')}, {'branch_id': 'IN0010048', 'branch_name': 'Haveri', 'Total Outstanding': Decimal('347566.71')}, {'branch_id': 'IN0010049', 'branch_name': 'Khanapur', 'Total Outstanding': Decimal('130760.70')}, {'branch_id': 'IN0010050', 'branch_name': 'Navalagunda', 'Total Outstanding': Decimal('252182.68')}, {'branch_id': 'IN0010051', 'branch_name': 'Sankeshwar', 'Total Outstanding': Decimal('150651.09')}, {'branch_id': 'IN0010052', 'branch_name': 'Shiggaov', 'Total Outstanding': Decimal('163124.45')}, {'branch_id': 'IN0010053', 'branch_name': 'Belur', 'Total Outstanding': Decimal('258277.29')}, {'branch_id': 'IN0010054', 'branch_name': 'Sagara', 'Total Outstanding': Decimal('56332.23')}, {'branch_id': 'IN0010055', 'branch_name': 'Channagiri', 'Total Outstanding': Decimal('414856.89')}, {'branch_id': 'IN0010056', 'branch_name': 'Hampinagar', 'Total Outstanding': Decimal('225153.88')}, {'branch_id': 'IN0010057', 'branch_name': 'Ejipura', 'Total Outstanding': Decimal('200210.48')}, {'branch_id': 'IN0010058', 'branch_name': 'Gadag', 'Total Outstanding': Decimal('284199.22')}, {'branch_id': 'IN0010059', 'branch_name': 'Laxmeshwar', 'Total Outstanding': Decimal('208867.18')}, {'branch_id': 'IN0010060', 'branch_name': 'Mandya', 'Total Outstanding': Decimal('155635.40')}, {'branch_id': 'IN0010061', 'branch_name': 'Kollegala', 'Total Outstanding': Decimal('365945.64')}, {'branch_id': 'IN0010062', 'branch_name': 'Hospete', 'Total Outstanding': Decimal('121329.90')}, {'branch_id': 'IN0010063', 'branch_name': 'Koppal', 'Total Outstanding': Decimal('236539.56')}, {'branch_id': 'IN0010064', 'branch_name': 'Kolhapur-01', 'Total Outstanding': Decimal('465565.62')}, {'branch_id': 'IN0010065', 'branch_name': 'Sangali-01', 'Total Outstanding': Decimal('269945.42')}, {'branch_id': 'IN0010066', 'branch_name': 'H.D.Kote', 'Total Outstanding': Decimal('267776.64')}, {'branch_id': 'IN0010067', 'branch_name': 'Gundlupete', 'Total Outstanding': Decimal('176733.48')}, {'branch_id': 'IN0010068', 'branch_name': 'Hubli-02', 'Total Outstanding': Decimal('161464.30')}, {'branch_id': 'IN0010069', 'branch_name': 'Siddalagatta', 'Total Outstanding': Decimal('176916.08')}, {'branch_id': 'IN0010070', 'branch_name': 'BasaveshwaraNagara', 'Total Outstanding': Decimal('399080.40')}, {'branch_id': 'IN0010071', 'branch_name': 'Ramanagara', 'Total Outstanding': Decimal('398730.93')}, {'branch_id': 'IN0010072', 'branch_name': 'Chikkodi', 'Total Outstanding': Decimal('103347.71')}, {'branch_id': 'IN0010073', 'branch_name': 'Davanagere-03', 'Total Outstanding': Decimal('133825.35')}, {'branch_id': 'IN0010074', 'branch_name': 'Challakere', 'Total Outstanding': Decimal('135059.23')}, {'branch_id': 'IN0010075', 'branch_name': 'Shimoga-02', 'Total Outstanding': Decimal('242705.68')}, {'branch_id': 'IN0010076', 'branch_name': 'Kolar', 'Total Outstanding': Decimal('68473.66')}, {'branch_id': 'IN0010077', 'branch_name': 'Ichalkaranji', 'Total Outstanding': Decimal('180051.57')}, {'branch_id': 'IN0010078', 'branch_name': 'Miraj', 'Total Outstanding': Decimal('136735.69')}, {'branch_id': 'IN0010079', 'branch_name': 'Hanagal', 'Total Outstanding': Decimal('74612.64')}, {'branch_id': 'IN0010080', 'branch_name': 'Bangarpet', 'Total Outstanding': Decimal('230215.68')}, {'branch_id': 'IN0010081', 'branch_name': 'K.R.Pet', 'Total Outstanding': Decimal('198193.77')}, {'branch_id': 'IN0010082', 'branch_name': 'Ramdurg', 'Total Outstanding': Decimal('163193.82')}, {'branch_id': 'IN0010083', 'branch_name': 'Kolhapur-II', 'Total Outstanding': Decimal('214608.13')}, {'branch_id': 'IN0010084', 'branch_name': 'Kagal', 'Total Outstanding': Decimal('88659.52')}, {'branch_id': 'IN0010085', 'branch_name': 'Jamkhandi', 'Total Outstanding': Decimal('202713.93')}, {'branch_id': 'IN0010086', 'branch_name': 'Mudhol', 'Total Outstanding': Decimal('158197.75')}, {'branch_id': 'IN0010087', 'branch_name': 'Bagalkot', 'Total Outstanding': Decimal('43609.99')}, {'branch_id': 'IN0010088', 'branch_name': 'Badami', 'Total Outstanding': Decimal('282724.97')}, {'branch_id': 'IN0010089', 'branch_name': 'Gangavathi', 'Total Outstanding': Decimal('85960.20')}, {'branch_id': 'IN0010090', 'branch_name': 'Chamarajanagara', 'Total Outstanding': Decimal('81190.82')}, {'branch_id': 'IN0010091', 'branch_name': 'Pandavapura', 'Total Outstanding': Decimal('74935.57')}, {'branch_id': 'IN0010092', 'branch_name': 'Shikaripura', 'Total Outstanding': Decimal('264956.61')}, {'branch_id': 'IN0010093', 'branch_name': 'Honnali', 'Total Outstanding': Decimal('76620.34')}, {'branch_id': 'IN0010094', 'branch_name': 'Barsi', 'Total Outstanding': Decimal('33275.80')}, {'branch_id': 'IN0010095', 'branch_name': 'Akalkot', 'Total Outstanding': Decimal('129861.12')}, {'branch_id': 'IN0010096', 'branch_name': 'Mangelwedha', 'Total Outstanding': Decimal('101592.08')}, {'branch_id': 'IN0010097', 'branch_name': 'Holalkere', 'Total Outstanding': Decimal('351144.02')}, {'branch_id': 'IN0010098', 'branch_name': 'Magadi', 'Total Outstanding': Decimal('535822.14')}, {'branch_id': 'IN0010099', 'branch_name': 'TNarsipura', 'Total Outstanding': Decimal('308948.63')}, {'branch_id': 'IN0010100', 'branch_name': 'Santhemarahalli', 'Total Outstanding': Decimal('441973.29')}, {'branch_id': 'IN0010101', 'branch_name': 'Soraba', 'Total Outstanding': Decimal('130851.19')}, {'branch_id': 'IN0010102', 'branch_name': 'Herekerur', 'Total Outstanding': Decimal('285171.24')}]",True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049911756921_1756050888': ['principal_outstanding', 'branch_id', 'member_id'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_name', 'branch_id']}, 'keywords': ['portfolio', 'branch', 'outstanding']}","SELECT T1.""branch_id"", T2.""branch_name"", SUM(T1.""principal_outstanding"") AS ""Total Outstanding"" FROM accessdetails.__genai_portfolio_outstanding_1756049975215338_1756053175 AS T1 INNER JOIN accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS T2 ON T1.""branch_id"" = T2.""branch_id"" GROUP BY T1.""branch_id"", T2.""branch_name"" ORDER BY T1.""branch_id"" LIMIT 100",2669,293,2962,1756883250.424683,1756883250.424689,5.9604644775390625e-06
1,default_user,Outstanding portfolio by zone.,[],True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049848938877_1756121654': ['principal_outstanding', 'member_id', 'zone_name'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['branch_id', 'zone_name']}, 'keywords': ['portfolio', 'zone', 'loan']}","SELECT T1.""zone_name"", SUM(T1.""principal_outstanding"") AS ""Total Outstanding Principal"" FROM accessdetails.__genai_portfolio_outstanding_1756049848938877_1756121654 AS T1 GROUP BY T1.""zone_name"" ORDER BY T1.""zone_name"" LIMIT 100",2662,252,2914,1756883391.607929,1756883391.607937,8.106231689453125e-06
1,default_user,Outstanding portfolio by zone.,"[{'zone_name': 'AP -TS Zone', 'total_principal_outstanding': Decimal('1352424.29')}, {'zone_name': 'AP-TS Zone', 'total_principal_outstanding': None}, {'zone_name': 'Aurangabad Zone', 'total_principal_outstanding': Decimal('29764253.89')}, {'zone_name': 'Belgaum Zone', 'total_principal_outstanding': Decimal('15452697.70')}, {'zone_name': 'Chennai Zone', 'total_principal_outstanding': Decimal('14001945.96')}, {'zone_name': 'Cochin Zone', 'total_principal_outstanding': Decimal('4462192.03')}, {'zone_name': 'EAST ZONE', 'total_principal_outstanding': Decimal('32840.84')}, {'zone_name': 'Erode Zone', 'total_principal_outstanding': Decimal('16572241.64')}, {'zone_name': 'Gujarat Zone', 'total_principal_outstanding': Decimal('2417563.33')}, {'zone_name': 'Gulbarga Zone', 'total_principal_outstanding': Decimal('17770450.13')}, {'zone_name': 'Gulbarga_Zone', 'total_principal_outstanding': Decimal('436195.52')}, {'zone_name': 'Karnataka - South Zone', 'total_principal_outstanding': Decimal('32737041.85')}, {'zone_name': 'Karnataka South Zone', 'total_principal_outstanding': Decimal('627167.40')}, {'zone_name': 'Karnataka-South Zone', 'total_principal_outstanding': Decimal('531824.40')}, {'zone_name': 'MP Zone', 'total_principal_outstanding': Decimal('1729886.20')}, {'zone_name': 'MP Zone ', 'total_principal_outstanding': Decimal('86408.34')}, {'zone_name': 'Madurai Zone', 'total_principal_outstanding': Decimal('17702683.10')}, {'zone_name': 'Mp Zone', 'total_principal_outstanding': Decimal('15384948.87')}, {'zone_name': 'OD-CG', 'total_principal_outstanding': None}, {'zone_name': 'OD-CG Zone', 'total_principal_outstanding': Decimal('10224251.34')}, {'zone_name': 'Patna Zone', 'total_principal_outstanding': Decimal('8224042.58')}, {'zone_name': 'Pune Zone', 'total_principal_outstanding': Decimal('26239965.70')}, {'zone_name': 'RF_Bangalore - Zone', 'total_principal_outstanding': None}, {'zone_name': 'RF_Bangalore Zone', 'total_principal_outstanding': None}, {'zone_name': 'RF_Pune - Zone', 'total_principal_outstanding': None}, {'zone_name': 'RF_Pune Zone', 'total_principal_outstanding': None}, {'zone_name': 'RF_Pune_Zone', 'total_principal_outstanding': None}, {'zone_name': 'Rajasthan Zone', 'total_principal_outstanding': Decimal('2593600.49')}, {'zone_name': 'Ranchi - Bhagalpur Zone', 'total_principal_outstanding': Decimal('6895733.78')}, {'zone_name': 'UP Zone', 'total_principal_outstanding': Decimal('4419782.23')}, {'zone_name': 'UP-CG Zone', 'total_principal_outstanding': Decimal('30000.00')}, {'zone_name': 'WB Zone', 'total_principal_outstanding': Decimal('1584347.36')}, {'zone_name': '', 'total_principal_outstanding': None}]",True,"{'columns': {'accessdetails.__genai_portfolio_outstanding_1756049914768377_1756050217692': ['principal_outstanding', 'member_id'], 'accessdetails.__genai_branch_master_1756049768773113_1756052942850': ['zone_name', 'branch_id']}, 'keywords': ['portfolio', 'zone', 'loan']}","SELECT
  COALESCE(t1.zone_name, '') AS zone_name,
  SUM(t2.principal_outstanding) AS total_principal_outstanding
FROM
  accessdetails.__genai_branch_master_1756049768773113_1756052942850 AS t1
LEFT JOIN
  accessdetails.__genai_portfolio_outstanding_1756049975215338_1756053175 AS t2
  ON t1.branch_id = t2.branch_id
GROUP BY
  t1.zone_name
ORDER BY
  t1.zone_name
LIMIT 100;",2660,309,2969,1756883454.037742,1756883454.037748,6.198883056640625e-06
