id,type,master_id,prompt_tokens,completion_tokens,total_tokens,start_time,end_time,time_taken_in_seconds
638,intent_identification,1,742,93,835,1756650004.0680094,1756650005.7339263,1.665916919708252
639,column_identification,1,962,171,1133,1756650005.734332,1756650008.1620283,2.4276962280273438
640,rephrase_question,1,0,0,0,1756650071.3139849,1756650071.3143966,0.00041174888610839844
641,intent_identification,1,732,51,783,1756650071.3147666,1756650072.3696275,1.0548608303070068
642,column_identification,1,900,69,969,1756650072.370103,1756650073.7310967,1.3609938621520996
643,rephrase_question,1,0,0,0,1756650106.4753175,1756650106.4755704,0.0002529621124267578
644,intent_identification,1,742,47,789,1756650106.4758031,1756650107.5070238,1.0312206745147705
645,column_identification,1,915,92,1007,1756650107.5076869,1756650109.111883,1.6041960716247559
646,rephrase_question,1,0,0,0,1756650150.2722108,1756650150.2724864,0.00027561187744140625
647,intent_identification,1,739,69,808,1756650150.272752,1756650151.4967022,1.2239501476287842
648,column_identification,1,934,83,1017,1756650151.4969838,1756650152.8019063,1.3049225807189941
649,rephrase_question,1,0,0,0,1756650170.7501533,1756650170.7502892,0.00013589859008789062
650,intent_identification,1,731,47,778,1756650170.7505774,1756650171.879112,1.1285345554351807
651,column_identification,1,904,92,996,1756650171.8795004,1756650173.3675387,1.4880383014678955
652,rephrase_question,1,0,0,0,1756650193.9183514,1756650193.9185424,0.00019097328186035156
653,intent_identification,1,735,66,801,1756650193.918683,1756650195.1036832,1.1850001811981201
654,column_identification,1,927,111,1038,1756650195.1057792,1756650196.8644655,1.7586863040924072
655,rephrase_question,1,0,0,0,1756650226.3339121,1756650226.3340452,0.00013303756713867188
656,intent_identification,1,732,76,808,1756650226.3342083,1756650227.6917613,1.3575530052185059
657,column_identification,1,924,115,1039,1756650227.6932752,1756650229.3836246,1.6903493404388428
658,rephrase_question,1,0,0,0,1756650364.9428988,1756650364.9436083,0.00070953369140625
659,intent_identification,1,743,57,800,1756650364.943906,1756650367.4607272,2.5168211460113525
660,column_identification,1,916,92,1008,1756650367.4610565,1756650368.9549541,1.4938976764678955
661,rephrase_question,1,0,0,0,1756650726.5913486,1756650726.5914838,0.00013518333435058594
662,intent_identification,1,735,76,811,1756650726.5916398,1756650729.1352139,2.543574094772339
663,column_identification,1,927,111,1038,1756650729.136466,1756650730.9034858,1.7670197486877441
664,rephrase_question,1,0,0,0,1756650833.3165452,1756650833.3166554,0.00011014938354492188
665,intent_identification,1,742,70,812,1756650833.3167608,1756650834.6717157,1.3549549579620361
666,column_identification,1,938,120,1058,1756650834.6721616,1756650836.536757,1.8645954132080078
667,rephrase_question,1,0,0,0,1756650909.639187,1756650909.639271,8.392333984375e-05
668,intent_identification,1,739,65,804,1756650909.6394389,1756650910.890987,1.2515480518341064
669,column_identification,1,930,102,1032,1756650910.8911977,1756650912.4269571,1.535759449005127
670,rephrase_question,1,0,0,0,1756650936.6179633,1756650936.6180727,0.00010943412780761719
671,intent_identification,1,739,65,804,1756650936.6181638,1756650937.8624988,1.2443349361419678
672,column_identification,1,930,109,1039,1756650937.862939,1756650939.531743,1.6688041687011719
673,rephrase_question,1,0,0,0,1756651047.5387194,1756651047.5388277,0.00010824203491210938
674,intent_identification,1,742,57,799,1756651047.5389152,1756651048.6035774,1.064662218093872
675,column_identification,1,915,92,1007,1756651048.6039734,1756651050.0184124,1.4144389629364014
676,rephrase_question,1,0,0,0,1756651150.016508,1756651150.017004,0.00049591064453125
677,intent_identification,1,732,42,774,1756651150.0173109,1756651150.953228,0.9359171390533447
678,column_identification,1,900,69,969,1756651150.9536948,1756651152.34558,1.3918852806091309
679,rephrase_question,1,0,0,0,1756651204.6651802,1756651204.665319,0.00013875961303710938
680,intent_identification,1,731,53,784,1756651204.6661015,1756651205.7620375,1.0959360599517822
681,column_identification,1,901,79,980,1756651205.7628038,1756651207.1176155,1.354811668395996
682,rephrase_question,1,0,0,0,1756651255.2128441,1756651255.2130666,0.0002224445343017578
683,intent_identification,1,738,73,811,1756651255.2132113,1756651256.597679,1.384467601776123
684,column_identification,1,937,120,1057,1756651256.5983348,1756651258.4153728,1.8170380592346191
685,rephrase_question,1,0,0,0,1756651326.4174447,1756651326.417525,8.034706115722656e-05
686,intent_identification,1,737,106,843,1756651326.4180467,1756651328.6586726,2.2406258583068848
687,column_identification,1,956,166,1122,1756651328.6589344,1756651330.9694927,2.310558319091797
688,rephrase_question,1,0,0,0,1756651406.1196322,1756651406.1197731,0.00014090538024902344
689,intent_identification,1,742,93,835,1756651406.1199224,1756651407.64828,1.5283575057983398
690,column_identification,1,961,171,1132,1756651407.6489959,1756651409.9309762,2.281980276107788
691,rephrase_question,1,0,0,0,1756705880.3441737,1756705880.3456273,0.0014536380767822266
692,intent_identification,1,742,106,848,1756705880.3460371,1756705883.0886536,2.7426164150238037
693,column_identification,1,965,185,1150,1756705883.0894306,1756705885.8333988,2.7439682483673096
694,rephrase_question,1,0,0,0,1756705984.8362527,1756705984.8365486,0.00029587745666503906
695,intent_identification,1,742,47,789,1756705984.8370821,1756705986.0829978,1.2459156513214111
696,column_identification,1,919,92,1011,1756705986.0850017,1756705987.6149805,1.5299787521362305
697,rephrase_question,1,0,0,0,1756706063.3700676,1756706063.3720796,0.002012014389038086
698,intent_identification,1,742,47,789,1756706063.3727221,1756706066.1555297,2.7828075885772705
699,column_identification,1,922,92,1014,1756706066.1563463,1756706067.793888,1.6375417709350586
700,rephrase_question,1,0,0,0,1756706323.2790666,1756706323.2816994,0.0026328563690185547
701,intent_identification,1,742,47,789,1756706323.2823026,1756706326.1101654,2.8278627395629883
702,column_identification,1,962,83,1045,1756706326.1106503,1756706327.8840635,1.7734131813049316
703,rephrase_question,1,0,0,0,1756709377.0859761,1756709377.0868874,0.0009112358093261719
704,intent_identification,1,744,116,860,1756709377.0876324,1756709380.2277787,3.140146255493164
705,column_identification,1,1033,200,1233,1756709380.2289014,1756709382.942625,2.713723659515381
706,rephrase_question,1,0,0,0,1756709661.3619082,1756709661.3637686,0.0018603801727294922
707,intent_identification,1,744,117,861,1756709661.3642654,1756709663.620828,2.2565624713897705
708,column_identification,1,1036,196,1232,1756709663.621126,1756709666.2154453,2.5943193435668945
709,rephrase_question,1,0,0,0,1756710182.8736548,1756710182.8739269,0.0002720355987548828
710,intent_identification,1,731,47,778,1756710182.874537,1756710184.1077201,1.2331831455230713
711,column_identification,1,953,74,1027,1756710184.1086895,1756710185.5416892,1.432999610900879
712,rephrase_question,1,0,0,0,1756710255.3983827,1756710255.3986294,0.0002467632293701172
713,intent_identification,1,730,47,777,1756710255.3989723,1756710256.5715601,1.1725878715515137
714,column_identification,1,952,79,1031,1756710256.5725014,1756710258.1401098,1.56760835647583
715,rephrase_question,1,0,0,0,1756710523.0563745,1756710523.0566044,0.00022983551025390625
716,intent_identification,1,730,43,773,1756710523.0608718,1756710524.1688597,1.107987880706787
717,column_identification,1,948,80,1028,1756710524.1698864,1756710525.7818186,1.6119322776794434
718,rephrase_question,1,0,0,0,1756710596.5373719,1756710596.5405385,0.003166675567626953
719,intent_identification,1,730,80,810,1756710596.5410118,1756710598.7118742,2.1708624362945557
720,column_identification,1,983,110,1093,1756710598.7126157,1756710600.6626303,1.950014591217041
721,rephrase_question,1,0,0,0,1756710810.6901252,1756710810.69276,0.002634763717651367
722,intent_identification,1,730,69,799,1756710810.693166,1756710812.418535,1.7253689765930176
723,column_identification,1,983,96,1079,1756710812.4192379,1756710813.9559505,1.536712646484375
724,rephrase_question,1,0,0,0,1756710892.0536554,1756710892.0548453,0.0011899471282958984
725,intent_identification,1,730,69,799,1756710892.0553935,1756710893.5219998,1.4666063785552979
726,column_identification,1,983,116,1099,1756710893.5228453,1756710895.2598166,1.736971378326416
727,rephrase_question,1,0,0,0,1756710960.8093562,1756710960.8095813,0.000225067138671875
728,intent_identification,1,728,68,796,1756710960.8106396,1756710962.2317953,1.4211556911468506
729,column_identification,1,980,111,1091,1756710962.234093,1756710964.0782628,1.8441698551177979
730,rephrase_question,1,0,0,0,1756711170.1159792,1756711170.119125,0.0031456947326660156
731,intent_identification,1,728,78,806,1756711170.121308,1756711172.1861396,2.064831495285034
732,column_identification,1,1017,105,1122,1756711172.187898,1756711173.900737,1.712839126586914
733,rephrase_question,1,0,0,0,1756711206.3803859,1756711206.3806057,0.00021982192993164062
734,intent_identification,1,731,79,810,1756711206.389112,1756711207.8853931,1.4962811470031738
735,column_identification,1,1021,110,1131,1756711207.8861527,1756711209.6249948,1.7388420104980469
736,rephrase_question,1,0,0,0,1756711257.3428526,1756711257.3433173,0.0004646778106689453
737,intent_identification,1,729,68,797,1756711257.353247,1756711258.772946,1.41969895362854
738,column_identification,1,1019,120,1139,1756711258.7738419,1756711260.648746,1.8749041557312012
739,rephrase_question,1,0,0,0,1756711509.663872,1756711509.6671069,0.00323486328125
740,intent_identification,1,731,68,799,1756711509.6690323,1756711511.5178163,1.8487839698791504
741,column_identification,1,1021,107,1128,1756711511.5184298,1756711513.3349743,1.816544532775879
742,rephrase_question,1,0,0,0,1756711806.2386281,1756711806.240615,0.0019867420196533203
743,intent_identification,1,731,79,810,1756711806.2410069,1756711808.0004168,1.7594099044799805
744,column_identification,1,1072,112,1184,1756711808.0014353,1756711809.7768211,1.775385856628418
745,rephrase_question,1,0,0,0,1756713041.7008698,1756713041.7027962,0.001926422119140625
746,intent_identification,1,731,69,800,1756713041.7031324,1756713043.3703434,1.6672110557556152
747,column_identification,1,1073,100,1173,1756713043.3709347,1756713045.1122627,1.7413280010223389
748,rephrase_question,1,0,0,0,1756713045.1710901,1756713045.1713958,0.0003056526184082031
749,intent_identification,1,730,68,798,1756713045.1717253,1756713046.5414572,1.3697319030761719
750,column_identification,1,1071,115,1186,1756713046.5423808,1756713048.4860544,1.9436736106872559
751,rephrase_question,1,0,0,0,1756713048.539467,1756713048.5396655,0.0001983642578125
752,intent_identification,1,728,78,806,1756713048.5401495,1756713050.5422862,2.002136707305908
753,column_identification,1,1068,109,1177,1756713050.5430536,1756713053.199759,2.656705379486084
754,rephrase_question,1,0,0,0,1756713053.2481198,1756713053.2484083,0.0002884864807128906
755,intent_identification,1,731,80,811,1756713053.2488837,1756713054.7057927,1.456908941268921
756,column_identification,1,1073,116,1189,1756713054.7065177,1756713056.577575,1.8710572719573975
757,rephrase_question,1,0,0,0,1756713056.6276727,1756713056.6278584,0.0001857280731201172
758,intent_identification,1,729,68,797,1756713056.6284702,1756713058.113488,1.4850177764892578
759,column_identification,1,1070,125,1195,1756713058.1144013,1756713059.9441495,1.8297481536865234
760,rephrase_question,1,0,0,0,1756718163.1956296,1756718163.1958559,0.0002262592315673828
761,intent_identification,1,732,44,776,1756718163.1961927,1756718165.6577804,2.46158766746521
762,column_identification,1,1049,74,1123,1756718165.658622,1756718167.1937783,1.53515625
763,rephrase_question,1,0,0,0,1756718167.228108,1756718167.2284782,0.00037026405334472656
764,intent_identification,1,729,66,795,1756718167.229021,1756718168.479597,1.2505760192871094
765,column_identification,1,1068,110,1178,1756718168.480137,1756718170.26747,1.7873327732086182
766,rephrase_question,1,0,0,0,1756718170.328323,1756718170.3286452,0.0003223419189453125
767,intent_identification,1,729,72,801,1756718170.3293226,1756718171.70381,1.3744874000549316
768,column_identification,1,1074,124,1198,1756718171.705369,1756718173.6479576,1.9425885677337646
769,rephrase_question,1,0,0,0,1756718173.7004802,1756718173.7007837,0.00030350685119628906
770,intent_identification,1,729,80,809,1756718173.7013052,1756718175.1131203,1.4118151664733887
771,column_identification,1,1071,120,1191,1756718175.1151993,1756718176.9222577,1.807058334350586
772,rephrase_question,1,0,0,0,1756718176.9846208,1756718176.9848719,0.0002510547637939453
773,intent_identification,1,731,69,800,1756718176.9855654,1756718178.3602762,1.3747107982635498
774,column_identification,1,1073,121,1194,1756718178.3621533,1756718180.1992261,1.8370728492736816
775,rephrase_question,1,0,0,0,1756718180.2550468,1756718180.2552626,0.00021576881408691406
776,intent_identification,1,732,70,802,1756718180.255851,1756718181.534666,1.2788150310516357
777,column_identification,1,1075,118,1193,1756718181.53647,1756718183.381542,1.8450720310211182
778,rephrase_question,1,0,0,0,1756718183.4512022,1756718183.4514725,0.0002703666687011719
779,intent_identification,1,732,68,800,1756718183.4522936,1756718184.706854,1.2545604705810547
780,column_identification,1,1073,114,1187,1756718184.709325,1756718186.4568136,1.7474884986877441
781,rephrase_question,1,0,0,0,1756718186.5155616,1756718186.5157928,0.00023126602172851562
782,intent_identification,1,731,53,784,1756718186.5162303,1756718187.7863882,1.270157814025879
783,column_identification,1,1048,80,1128,1756718187.7881238,1756718189.1181822,1.3300583362579346
784,rephrase_question,1,0,0,0,1756718998.3589454,1756718998.3591316,0.0001862049102783203
785,intent_identification,1,728,105,833,1756718998.3595145,1756719000.2108037,1.8512892723083496
786,column_identification,1,1093,138,1231,1756719000.211614,1756719002.559272,2.347658157348633
787,rephrase_question,1,0,0,0,1756719002.5919125,1756719002.5921397,0.00022721290588378906
788,intent_identification,1,729,114,843,1756719002.5924993,1756719004.4035878,1.8110885620117188
789,column_identification,1,1116,151,1267,1756719004.404687,1756719006.6609046,2.2562177181243896
790,rephrase_question,1,0,0,0,1756719090.4867532,1756719090.4891407,0.002387523651123047
791,intent_identification,1,729,44,773,1756719090.4899108,1756719092.8731594,2.3832485675811768
792,column_identification,1,1046,75,1121,1756719092.8738642,1756719094.2032347,1.3293704986572266
793,rephrase_question,1,0,0,0,1756719094.2550814,1756719094.2553587,0.0002772808074951172
794,intent_identification,1,731,69,800,1756719094.2558575,1756719095.5734892,1.317631721496582
795,column_identification,1,1073,130,1203,1756719095.5741673,1756719097.5836608,2.009493589401245
796,rephrase_question,1,0,0,0,1756719097.6348352,1756719097.6351156,0.0002803802490234375
797,intent_identification,1,733,44,777,1756719097.635897,1756719098.7126284,1.0767314434051514
798,column_identification,1,1050,80,1130,1756719098.714497,1756719100.1113756,1.3968784809112549
799,rephrase_question,1,0,0,0,1756719100.160671,1756719100.1608965,0.00022554397583007812
800,intent_identification,1,732,68,800,1756719100.161528,1756719101.4763842,1.3148560523986816
801,column_identification,1,1073,114,1187,1756719101.4774108,1756719103.2170029,1.7395920753479004
802,rephrase_question,1,0,0,0,1756719103.2590055,1756719103.2592857,0.00028014183044433594
803,intent_identification,1,732,80,812,1756719103.2597175,1756719104.85487,1.5951526165008545
804,column_identification,1,1074,120,1194,1756719104.8555894,1756719106.6984224,1.8428330421447754
805,rephrase_question,1,0,0,0,1756719106.743623,1756719106.7438982,0.0002751350402832031
806,intent_identification,1,733,95,828,1756719106.7444444,1756719108.3854947,1.6410503387451172
807,column_identification,1,1101,168,1269,1756719108.3867536,1756719110.7930973,2.406343698501587
808,rephrase_question,1,0,0,0,1756719110.8437269,1756719110.8439658,0.00023889541625976562
809,intent_identification,1,730,65,795,1756719110.8446407,1756719112.123315,1.2786743640899658
810,column_identification,1,1068,119,1187,1756719112.123945,1756719114.7868292,2.66288423538208
811,rephrase_question,1,0,0,0,1756719114.8385968,1756719114.8388577,0.0002608299255371094
812,intent_identification,1,729,89,818,1756719114.8392613,1756719116.4256656,1.5864043235778809
813,column_identification,1,1091,162,1253,1756719116.4263442,1756719118.7872946,2.360950469970703
814,rephrase_question,1,0,0,0,1756719715.6638722,1756719715.6651404,0.001268148422241211
815,intent_identification,1,728,101,829,1756719715.6653037,1756719717.5701776,1.9048738479614258
816,column_identification,1,1090,162,1252,1756719717.5703459,1756719719.86462,2.294274091720581
817,rephrase_question,1,0,0,0,1756719719.879406,1756719719.879484,7.796287536621094e-05
818,intent_identification,1,729,101,830,1756719719.8796246,1756719721.5245688,1.644944190979004
819,column_identification,1,1091,149,1240,1756719721.5248535,1756719723.6562653,2.1314117908477783
820,rephrase_question,1,0,0,0,1756719723.6756783,1756719723.675754,7.581710815429688e-05
821,intent_identification,1,734,112,846,1756719723.675932,1756719725.503931,1.8279991149902344
822,column_identification,1,1119,265,1384,1756719725.5047433,1756719728.7450185,3.2402751445770264
823,rephrase_question,1,0,0,0,1756719728.7668726,1756719728.7669806,0.00010800361633300781
824,intent_identification,1,730,92,822,1756719728.767145,1756719730.2555964,1.4884514808654785
825,column_identification,1,1095,165,1260,1756719730.255875,1756719732.569004,2.31312894821167
826,rephrase_question,1,0,0,0,1756719732.5884178,1756719732.5884902,7.2479248046875e-05
827,intent_identification,1,733,89,822,1756719732.5886667,1756719734.1329622,1.5442955493927002
828,column_identification,1,1095,122,1217,1756719734.1333392,1756719735.9871078,1.8537685871124268
829,rephrase_question,1,0,0,0,1756719736.0050967,1756719736.0051725,7.581710815429688e-05
830,intent_identification,1,730,68,798,1756719736.0055363,1756719737.1793861,1.1738498210906982
831,column_identification,1,1071,121,1192,1756719737.179869,1756719738.9048138,1.724944829940796
832,rephrase_question,1,0,0,0,1756720164.072983,1756720164.073722,0.0007388591766357422
833,intent_identification,1,731,97,828,1756720164.073862,1756720166.9073331,2.8334710597991943
834,column_identification,1,1101,176,1277,1756720166.9076018,1756720169.2160218,2.308419942855835
835,rephrase_question,1,0,0,0,1756720169.2299914,1756720169.2300737,8.225440979003906e-05
836,intent_identification,1,732,89,821,1756720169.230366,1756720170.6429682,1.412602186203003
837,column_identification,1,1094,163,1257,1756720170.6437776,1756720172.8248384,2.181060791015625
838,rephrase_question,1,0,0,0,1756720172.8481991,1756720172.8482914,9.226799011230469e-05
839,intent_identification,1,731,74,805,1756720172.8485188,1756720174.4328828,1.5843639373779297
840,column_identification,1,1068,111,1179,1756720174.4339907,1756720176.1772091,1.7432184219360352
841,rephrase_question,1,0,0,0,1756720176.2296865,1756720176.2299914,0.00030493736267089844
842,intent_identification,1,727,72,799,1756720176.230766,1756720177.50568,1.274914026260376
843,column_identification,1,1062,138,1200,1756720177.5064332,1756720179.424768,1.918334722518921
844,rephrase_question,1,0,0,0,1756720179.4701452,1756720179.470265,0.00011968612670898438
845,intent_identification,1,728,93,821,1756720179.4705606,1756720181.0906875,1.6201269626617432
846,column_identification,1,1094,162,1256,1756720181.0920274,1756720183.3357158,2.2436883449554443
847,rephrase_question,1,0,0,0,1756720183.3915358,1756720183.3922412,0.0007054805755615234
848,intent_identification,1,727,66,793,1756720183.3927264,1756720184.7042263,1.311499834060669
849,column_identification,1,1066,115,1181,1756720184.7049203,1756720186.4842134,1.7792930603027344
850,rephrase_question,1,0,0,0,1756720186.5149868,1756720186.5152013,0.00021457672119140625
851,intent_identification,1,728,90,818,1756720186.5164363,1756720188.0419497,1.5255134105682373
852,column_identification,1,1091,166,1257,1756720188.0435212,1756720190.3309548,2.287433624267578
853,rephrase_question,1,0,0,0,1756720190.3767717,1756720190.3769233,0.00015163421630859375
854,intent_identification,1,729,66,795,1756720190.3772798,1756720191.723886,1.3466062545776367
855,column_identification,1,1068,119,1187,1756720191.725937,1756720193.5264955,1.8005585670471191
856,rephrase_question,1,0,0,0,1756720620.9849846,1756720620.9857032,0.0007185935974121094
857,intent_identification,1,731,87,818,1756720620.9857798,1756720623.9314644,2.9456846714019775
858,column_identification,1,1091,128,1219,1756720623.931698,1756720625.8833869,1.9516887664794922
859,rephrase_question,1,0,0,0,1756720625.8969855,1756720625.8971179,0.0001323223114013672
860,intent_identification,1,730,89,819,1756720625.8974783,1756720627.4894016,1.5919232368469238
861,column_identification,1,1092,175,1267,1756720627.4895952,1756720629.8572881,2.3676929473876953
862,rephrase_question,1,0,0,0,1756720629.8763335,1756720629.8764079,7.43865966796875e-05
863,intent_identification,1,728,83,811,1756720629.876697,1756720631.1931841,1.3164870738983154
864,column_identification,1,1084,183,1267,1756720631.193574,1756720633.5485988,2.355024814605713
865,rephrase_question,1,0,0,0,1756720633.5733244,1756720633.5734496,0.0001251697540283203
866,intent_identification,1,731,90,821,1756720633.5737827,1756720635.1094701,1.5356874465942383
867,column_identification,1,1094,165,1259,1756720635.109912,1756720637.4052293,2.2953174114227295
868,rephrase_question,1,0,0,0,1756720637.4240487,1756720637.424123,7.43865966796875e-05
869,intent_identification,1,731,61,792,1756720637.4245253,1756720639.4377594,2.0132341384887695
870,column_identification,1,1065,92,1157,1756720639.4382505,1756720640.8650463,1.4267957210540771
871,rephrase_question,1,0,0,0,1756720640.8849752,1756720640.885035,5.984306335449219e-05
872,intent_identification,1,729,53,782,1756720640.8851814,1756720641.9081326,1.0229511260986328
873,column_identification,1,1055,97,1152,1756720641.9083698,1756720643.4497883,1.5414185523986816
874,rephrase_question,1,0,0,0,1756720643.4724512,1756720643.472598,0.0001468658447265625
875,intent_identification,1,729,63,792,1756720643.4729052,1756720644.5904617,1.1175565719604492
876,column_identification,1,1055,107,1162,1756720644.591031,1756720646.0995944,1.5085632801055908
877,rephrase_question,1,0,0,0,1756720648.6388128,1756720648.6390133,0.00020051002502441406
878,intent_identification,1,730,80,810,1756720648.6391954,1756720649.9555786,1.3163831233978271
879,column_identification,1,1083,120,1203,1756720649.9567087,1756720651.6501746,1.6934659481048584
880,rephrase_question,1,0,0,0,1756720881.459649,1756720881.4597495,0.00010037422180175781
881,intent_identification,1,731,78,809,1756720881.4600945,1756720882.7381043,1.2780098915100098
882,column_identification,1,1082,144,1226,1756720882.738435,1756720884.6054697,1.867034673690796
883,rephrase_question,1,0,0,0,1756720884.6210332,1756720884.6211112,7.796287536621094e-05
884,intent_identification,1,729,72,801,1756720884.6212363,1756720885.856211,1.2349746227264404
885,column_identification,1,1063,105,1168,1756720885.8576005,1756720887.3670344,1.5094339847564697
886,rephrase_question,1,0,0,0,1756720887.386948,1756720887.38706,0.00011181831359863281
887,intent_identification,1,732,63,795,1756720887.3872392,1756720888.482236,1.094996690750122
888,column_identification,1,1058,112,1170,1756720888.4830334,1756720890.09191,1.6088764667510986
889,rephrase_question,1,0,0,0,1756721079.4847138,1756721079.4860709,0.0013570785522460938
890,intent_identification,1,728,78,806,1756721079.4866383,1756721082.228582,2.741943597793579
891,column_identification,1,1068,150,1218,1756721082.228875,1756721084.311765,2.082890033721924
892,rephrase_question,1,0,0,0,1756721084.3278468,1756721084.327966,0.00011920928955078125
893,intent_identification,1,728,63,791,1756721084.3281143,1756721085.5344114,1.2062971591949463
894,column_identification,1,1054,101,1155,1756721085.5348687,1756721087.0104883,1.4756195545196533
895,rephrase_question,1,0,0,0,1756721087.0294645,1756721087.029526,6.151199340820312e-05
896,intent_identification,1,732,66,798,1756721087.029608,1756721088.2102683,1.1806602478027344
897,column_identification,1,1071,125,1196,1756721088.2110345,1756721089.8515048,1.640470266342163
898,rephrase_question,1,0,0,0,1756725813.053191,1756725813.053348,0.0001571178436279297
899,intent_identification,1,724,53,777,1756725813.0546856,1756725814.8588958,1.8042101860046387
900,column_identification,1,1042,80,1122,1756725814.8594925,1756725816.204494,1.345001459121704
901,rephrase_question,1,0,0,0,1756725816.267062,1756725816.2672231,0.00016117095947265625
902,intent_identification,1,724,5,729,1756725816.2677944,1756725816.8571239,0.5893294811248779
903,column_identification,1,1007,16,1023,1756725816.8582704,1756725818.2193274,1.3610570430755615
904,rephrase_question,1,0,0,0,1756725987.060298,1756725987.062479,0.0021810531616210938
905,intent_identification,1,724,53,777,1756725987.0630727,1756725989.6315334,2.568460702896118
906,column_identification,1,1042,80,1122,1756725989.6321392,1756725990.9022017,1.2700624465942383
907,rephrase_question,1,0,0,0,1756725990.9494221,1756725990.949589,0.00016689300537109375
908,intent_identification,1,724,16,740,1756725990.9501002,1756725991.5956101,0.6455099582672119
909,column_identification,1,1015,16,1031,1756725991.5965548,1756725992.8083265,1.2117717266082764
910,rephrase_question,1,0,0,0,1756725992.858304,1756725992.8586407,0.00033664703369140625
911,intent_identification,1,724,16,740,1756725992.8590887,1756725993.526724,0.667635440826416
912,column_identification,1,1015,16,1031,1756725993.5273645,1756725994.7542377,1.2268731594085693
913,rephrase_question,1,0,0,0,1756725994.8011422,1756725994.8012974,0.0001552104949951172
914,intent_identification,1,724,16,740,1756725994.8018532,1756725995.6584885,0.856635332107544
915,column_identification,1,1015,16,1031,1756725995.6589627,1756725996.6979396,1.0389769077301025
916,rephrase_question,1,0,0,0,1756725996.734474,1756725996.7346368,0.0001628398895263672
917,intent_identification,1,723,53,776,1756725996.7350972,1756725997.932766,1.1976687908172607
918,column_identification,1,1041,80,1121,1756725997.9336085,1756725999.3619268,1.4283182621002197
919,rephrase_question,1,0,0,0,1756725999.4125726,1756725999.4127154,0.00014281272888183594
920,intent_identification,1,724,13,737,1756725999.4132442,1756726000.1807597,0.7675154209136963
921,column_identification,1,1015,16,1031,1756726000.1815562,1756726001.307763,1.126206874847412
922,rephrase_question,1,0,0,0,1756726001.3467155,1756726001.3468456,0.00013017654418945312
923,intent_identification,1,724,16,740,1756726001.3472922,1756726002.0651968,0.7179045677185059
924,column_identification,1,1015,16,1031,1756726002.0660274,1756726003.2224205,1.156393051147461
925,rephrase_question,1,0,0,0,1756726003.264981,1756726003.265191,0.00021004676818847656
926,intent_identification,1,724,16,740,1756726003.2657397,1756726003.95976,0.6940202713012695
927,column_identification,1,1015,16,1031,1756726003.9604428,1756726005.1764467,1.2160038948059082
928,rephrase_question,1,0,0,0,1756726195.181138,1756726195.1813037,0.00016570091247558594
929,intent_identification,1,724,53,777,1756726195.1816661,1756726196.784842,1.6031758785247803
930,column_identification,1,1042,80,1122,1756726196.785617,1756726198.2214766,1.4358594417572021
931,rephrase_question,1,0,0,0,1756727221.473978,1756727221.476267,0.0022890567779541016
932,intent_identification,1,724,53,777,1756727221.476919,1756727223.4725235,1.9956045150756836
933,column_identification,1,1042,80,1122,1756727223.4730444,1756727224.868282,1.395237684249878
934,rephrase_question,1,0,0,0,1756727224.9186757,1756727224.9188535,0.00017786026000976562
935,intent_identification,1,724,16,740,1756727224.9191852,1756727225.5935147,0.6743295192718506
936,column_identification,1,1015,16,1031,1756727225.5940683,1756727227.5462623,1.9521939754486084
937,rephrase_question,1,0,0,0,1756727227.59875,1756727227.5989113,0.00016117095947265625
938,intent_identification,1,724,16,740,1756727227.5993738,1756727230.502106,2.9027321338653564
939,column_identification,1,1015,16,1031,1756727230.5025403,1756727231.2906265,0.7880861759185791
940,rephrase_question,1,0,0,0,1756727231.3355799,1756727231.3357735,0.00019359588623046875
941,intent_identification,1,724,16,740,1756727231.3362072,1756727232.344793,1.0085859298706055
942,column_identification,1,1015,16,1031,1756727232.3454978,1756727233.5249019,1.1794040203094482
943,rephrase_question,1,0,0,0,1756727233.5750186,1756727233.575261,0.00024247169494628906
944,intent_identification,1,723,44,767,1756727233.5756366,1756727234.599421,1.0237843990325928
945,column_identification,1,1041,80,1121,1756727234.6004431,1756727236.1316686,1.5312254428863525
946,rephrase_question,1,0,0,0,1756727236.1795979,1756727236.1797853,0.00018739700317382812
947,intent_identification,1,724,16,740,1756727236.1801052,1756727236.950387,0.7702817916870117
948,column_identification,1,1015,16,1031,1756727236.9516585,1756727238.0789819,1.1273233890533447
949,rephrase_question,1,0,0,0,1756727238.1197636,1756727238.119961,0.00019741058349609375
950,intent_identification,1,724,5,729,1756727238.1207469,1756727238.6579142,0.5371673107147217
951,column_identification,1,1007,16,1023,1756727238.6587715,1756727240.774223,2.1154515743255615
952,rephrase_question,1,0,0,0,1756727240.8174322,1756727240.8176277,0.00019550323486328125
953,intent_identification,1,724,16,740,1756727240.8180828,1756727242.4833813,1.6652984619140625
954,column_identification,1,1015,16,1031,1756727242.4841583,1756727243.1434717,0.659313440322876
955,rephrase_question,1,0,0,0,1756728421.7991693,1756728421.8026848,0.003515481948852539
956,intent_identification,1,730,79,809,1756728421.8031135,1756728424.882187,3.079073429107666
957,column_identification,1,1071,115,1186,1756728424.8828034,1756728426.8247077,1.9419043064117432
958,rephrase_question,1,0,0,0,1756728426.8725784,1756728426.8729136,0.0003352165222167969
959,intent_identification,1,728,71,799,1756728426.8734453,1756728428.3601482,1.4867029190063477
